,Num.Obs.,Num.Trade,Tot.Ret,Std.Ret,Sharpe.Ratio,Tot.PnL,Win.Ratio
2023-01-23 14:30:00+00:00,78,5,0.00386057,0.005138007,0.150274997,0.390113831,0.8
2023-01-24 14:30:00+00:00,78,4,-0.006174097,0.003504836,-0.440398435,-0.615699768,0.5
2023-01-25 14:30:00+00:00,78,6,0.005988481,0.001116953,0.893574154,0.578285217,0.833333333
2023-01-26 14:30:00+00:00,78,6,-0.006849608,0.003328011,-0.343028114,-0.664794922,0.666666667
2023-01-27 14:30:00+00:00,78,7,0.006570565,0.002251248,0.416947403,0.662895203,0.571428571
2023-01-28 14:30:00+00:00,78,7,0.006570565,0.002251248,0.416947403,0.662895203,0.571428571
2023-01-29 14:30:00+00:00,78,7,0.006570565,0.002251248,0.416947403,0.662895203,0.571428571
2023-01-30 14:30:00+00:00,78,6,0.005531369,0.001875407,0.491570585,0.54360199,0.666666667
2023-01-31 14:30:00+00:00,78,4,0.006102189,0.000851694,1.791191338,0.605903625,1
2023-02-01 14:30:00+00:00,78,9,0.015786908,0.0028911,0.60672449,1.590003967,0.555555556
2023-02-02 14:30:00+00:00,78,4,0.000707954,0.004058491,0.043609424,0.079910278,0.75
2023-02-03 14:30:00+00:00,78,5,0.002257205,0.003883353,0.116250297,0.225006104,0.8
2023-02-04 14:30:00+00:00,78,5,0.002257205,0.003883353,0.116250297,0.225006104,0.8
2023-02-05 14:30:00+00:00,78,5,0.002257205,0.003883353,0.116250297,0.225006104,0.8
2023-02-06 14:30:00+00:00,78,4,0.006333965,0.003330452,0.475458365,0.655014038,0.5
2023-02-07 14:30:00+00:00,78,4,0.007377855,0.006371994,0.289464141,0.790000916,0.5
2023-02-08 14:30:00+00:00,78,6,-0.005446142,0.005180229,-0.175222044,-0.544204712,0.5
2023-02-09 14:30:00+00:00,78,7,0.002350436,0.002834285,0.118469576,0.220794678,0.571428571
2023-02-10 14:30:00+00:00,78,4,-0.006578473,0.003587395,-0.45844361,-0.629096985,0.5
2023-02-11 14:30:00+00:00,78,4,-0.006578473,0.003587395,-0.45844361,-0.629096985,0.5
2023-02-12 14:30:00+00:00,78,4,-0.006578473,0.003587395,-0.45844361,-0.629096985,0.5
2023-02-13 14:30:00+00:00,78,4,0.004220233,0.002542497,0.414969337,0.399902344,0.75
2023-02-14 14:30:00+00:00,78,5,0.007754739,0.002246397,0.690415798,0.727409363,0.6
2023-02-15 14:30:00+00:00,78,5,0.008693127,0.00247712,0.701873703,0.833496094,0.8
2023-02-16 14:30:00+00:00,78,6,-0.014943441,0.005071376,-0.491104109,-1.445007324,0.333333333
2023-02-17 14:30:00+00:00,78,9,0.004960419,0.001591423,0.346330046,0.465888977,0.444444444
2023-02-18 14:30:00+00:00,78,9,0.004960419,0.001591423,0.346330046,0.465888977,0.444444444
2023-02-19 14:30:00+00:00,78,9,0.004960419,0.001591423,0.346330046,0.465888977,0.444444444
2023-02-20 14:30:00+00:00,78,9,0.004960419,0.001591423,0.346330046,0.465888977,0.444444444
2023-02-21 14:30:00+00:00,78,7,-0.00101046,0.001413299,-0.102137925,-0.093200684,0.571428571
2023-02-22 14:30:00+00:00,78,7,-0.000913466,0.001865364,-0.069956931,-0.084594727,0.428571429
2023-02-23 14:30:00+00:00,78,4,0.001086347,0.002221896,0.122231975,0.097496033,0.5
2023-02-24 14:30:00+00:00,78,6,0.000715227,0.000635673,0.187524941,0.063789368,0.5
2023-02-25 14:30:00+00:00,78,6,0.000715227,0.000635673,0.187524941,0.063789368,0.5
2023-02-26 14:30:00+00:00,78,6,0.000715227,0.000635673,0.187524941,0.063789368,0.5
2023-02-27 14:30:00+00:00,78,6,0.002055139,0.001161793,0.294823023,0.185287476,0.666666667
