,Num.Obs.,Num.Trade,Tot.Ret,Std.Ret,Sharpe.Ratio,Tot.PnL,Win.Ratio
2023-01-23 14:30:00+00:00,78,6,0.003098608,0.006204502,0.083235461,0.401290894,0.5
2023-01-24 14:30:00+00:00,78,4,0.007036027,0.001895757,0.927864969,1.009979248,0.75
2023-01-25 14:30:00+00:00,78,7,0.021880586,0.004173583,0.748948341,3.148681641,0.857142857
2023-01-26 14:30:00+00:00,78,7,0.005392312,0.004613121,0.166986783,0.843399048,0.285714286
2023-01-27 14:30:00+00:00,78,8,0.035431363,0.008831604,0.501485402,6.137191772,0.5
2023-01-28 14:30:00+00:00,78,8,0.035431363,0.008831604,0.501485402,6.137191772,0.5
2023-01-29 14:30:00+00:00,78,8,0.035431363,0.008831604,0.501485402,6.137191772,0.5
2023-01-30 14:30:00+00:00,78,9,0.003871892,0.003155429,0.136339692,0.668518066,0.555555556
2023-01-31 14:30:00+00:00,78,4,0.007604812,0.002333778,0.814646036,1.31288147,0.75
2023-02-01 14:30:00+00:00,78,6,0.039273948,0.010563831,0.619629182,6.858901978,0.666666667
2023-02-02 14:30:00+00:00,78,3,-0.025118343,0.018793909,-0.445505028,-4.76222229,0.666666667
2023-02-03 14:30:00+00:00,78,7,-0.013160052,0.008629466,-0.217859058,-2.566101074,0.285714286
2023-02-04 14:30:00+00:00,78,7,-0.013160052,0.008629466,-0.217859058,-2.566101074,0.285714286
2023-02-05 14:30:00+00:00,78,7,-0.013160052,0.008629466,-0.217859058,-2.566101074,0.285714286
2023-02-06 14:30:00+00:00,78,5,-0.000373318,0.003739818,-0.019964502,-0.074005127,0.2
2023-02-07 14:30:00+00:00,78,3,-0.014443416,0.007767453,-0.619826327,-2.792098999,0.333333333
2023-02-08 14:30:00+00:00,78,5,0.008264021,0.001840352,0.89809149,1.665206909,0.8
2023-02-09 14:30:00+00:00,78,7,-0.007096909,0.004487939,-0.225904203,-1.468505859,0.571428571
2023-02-10 14:30:00+00:00,78,4,-0.000541695,0.007608458,-0.017799092,-0.082519531,0.5
