,Num.Obs.,Num.Trade,Tot.Ret,Std.Ret,Sharpe.Ratio,Tot.PnL,Win.Ratio
2023-01-23 14:30:00+00:00,78,2,0.005659953,0.00018278,15.48300693,0.812896729,1
2023-01-24 14:30:00+00:00,78,2,-0.002677558,0.000687272,-1.94796134,-0.383804321,0
2023-01-25 14:30:00+00:00,78,2,-0.004018229,0.001732672,-1.159546969,-0.584091187,0
2023-01-26 14:30:00+00:00,78,4,0.003649327,0.005446138,0.167519037,0.597808838,0.5
2023-01-27 14:30:00+00:00,78,2,0.018964333,0.008619036,1.10014233,3.309997559,1
2023-01-28 14:30:00+00:00,78,2,0.018964333,0.008619036,1.10014233,3.309997559,1
2023-01-29 14:30:00+00:00,78,2,0.018964333,0.008619036,1.10014233,3.309997559,1
2023-01-30 14:30:00+00:00,78,4,-0.031126559,0.004009527,-1.940787399,-5.309616089,0
2023-01-31 14:30:00+00:00,78,2,-0.000577859,0.000188111,-1.535949156,-0.09928894,0
2023-02-01 14:30:00+00:00,78,4,0.012109364,0.011581265,0.261399864,2.206085205,0.5
2023-02-02 14:30:00+00:00,78,2,0.003436912,0.006516344,0.263714728,0.61050415,0.5
2023-02-03 14:30:00+00:00,78,3,-0.020321479,0.005619463,-1.205422445,-3.880020142,0
2023-02-04 14:30:00+00:00,78,3,-0.020321479,0.005619463,-1.205422445,-3.880020142,0
2023-02-05 14:30:00+00:00,78,3,-0.020321479,0.005619463,-1.205422445,-3.880020142,0
2023-02-06 14:30:00+00:00,78,3,-0.005800144,0.001514643,-1.276459911,-1.128097534,0
2023-02-07 14:30:00+00:00,78,3,-0.00423742,0.013939853,-0.101326277,-0.82611084,0.333333333
2023-02-08 14:30:00+00:00,78,3,-0.000165778,0.003585974,-0.015409882,-0.031890869,0.333333333
2023-02-09 14:30:00+00:00,78,3,-0.013607938,0.003247919,-1.396580037,-2.858901978,0
2023-02-10 14:30:00+00:00,78,3,-0.005805556,0.001541928,-1.255042604,-1.140197754,0.333333333
2023-02-11 14:30:00+00:00,78,3,-0.005805556,0.001541928,-1.255042604,-1.140197754,0.333333333
2023-02-12 14:30:00+00:00,78,3,-0.005805556,0.001541928,-1.255042604,-1.140197754,0.333333333
2023-02-13 14:30:00+00:00,78,3,-0.005919213,0.001388312,-1.421201256,-1.151489258,0
2023-02-14 14:30:00+00:00,78,3,0.023427712,0.000480673,16.24648072,4.811401367,1
2023-02-15 14:30:00+00:00,78,4,0.002162892,0.004869101,0.111051946,0.464294434,0.5
2023-02-16 14:30:00+00:00,78,1,-0.001814899,0,NA,-0.38470459,0
2023-02-17 14:30:00+00:00,78,2,0.019536372,0.011179687,0.873744108,3.990890503,0.5
2023-02-18 14:30:00+00:00,78,2,0.019536372,0.011179687,0.873744108,3.990890503,0.5
2023-02-19 14:30:00+00:00,78,2,0.019536372,0.011179687,0.873744108,3.990890503,0.5
2023-02-20 14:30:00+00:00,78,2,0.019536372,0.011179687,0.873744108,3.990890503,0.5
2023-02-21 14:30:00+00:00,78,3,-0.015019295,0.001505732,-3.324915312,-3.004302979,0
2023-02-22 14:30:00+00:00,78,5,0.007027639,0.006130846,0.229255089,1.380310059,0.6
2023-02-23 14:30:00+00:00,78,3,0.018386335,0.007439101,0.823860017,3.652816772,0.666666667
2023-02-24 14:30:00+00:00,78,3,-0.004807129,0.001017858,-1.574263878,-0.942703247,0
2023-02-25 14:30:00+00:00,78,3,-0.004807129,0.001017858,-1.574263878,-0.942703247,0
2023-02-26 14:30:00+00:00,78,3,-0.004807129,0.001017858,-1.574263878,-0.942703247,0
2023-02-27 14:30:00+00:00,78,2,0.008958051,0.006262074,0.715262347,1.842788696,0.5
2023-02-28 14:30:00+00:00,78,2,0.00992905,0.00328321,1.512094855,2.049591064,1
2023-03-01 14:30:00+00:00,78,4,0.006883595,0.002298812,0.748603456,1.389190674,0.75
2023-03-02 14:30:00+00:00,78,3,0.003652416,0.002162207,0.563069067,0.692687988,0.666666667
2023-03-03 14:30:00+00:00,78,3,0.00483497,0.005972704,0.269837002,0.949996948,0.333333333
2023-03-04 14:30:00+00:00,78,3,0.00483497,0.005972704,0.269837002,0.949996948,0.333333333
2023-03-05 14:30:00+00:00,78,3,0.00483497,0.005972704,0.269837002,0.949996948,0.333333333
2023-03-06 14:30:00+00:00,78,4,0.00253608,0.003981477,0.159242406,0.49369812,0.5
2023-03-07 14:30:00+00:00,78,3,-0.002023958,0.009238808,-0.073023785,-0.355010986,0.333333333
2023-03-08 14:30:00+00:00,78,2,0.004199324,0.001660116,1.264768474,0.759994507,1
2023-03-09 14:30:00+00:00,78,4,-0.043969075,0.001317474,-8.343445581,-7.846313477,0
2023-03-10 14:30:00+00:00,78,1,0.00086637,0,NA,0.150909424,1
2023-03-11 14:30:00+00:00,78,1,0.00086637,0,NA,0.150909424,1
2023-03-12 14:30:00+00:00,78,1,0.00086637,0,NA,0.150909424,1
2023-03-13 14:30:00+00:00,78,3,0.005886678,0.005900427,0.332556575,1.026397705,0.666666667
2023-03-14 14:30:00+00:00,78,3,0.012560525,0.004949299,0.845946309,2.290008545,0.666666667
2023-03-15 14:30:00+00:00,78,3,-0.003612861,0.007982726,-0.150861634,-0.647109985,0.333333333
2023-03-16 14:30:00+00:00,78,3,-0.002760206,0.002932859,-0.313710441,-0.512191772,0.333333333
2023-03-17 14:30:00+00:00,78,3,0.006028561,0.00290075,0.692758765,1.077407837,0.666666667
,,,,,,,
Summary (Averages),78,2.740740741,0.001083397,0.00448793,0.258402785,0.228564227,0.432407407
