,Num.Obs.,Num.Trade,Tot.Ret,Std.Ret,Sharpe.Ratio,Tot.PnL,Win.Ratio
2023-01-23 14:30:00+00:00,78,2,0.00396436,0.006375014,0.310929499,0.740005493,0.5
2023-01-24 14:30:00+00:00,78,7,0.005100106,0.003986648,0.182756681,0.982284546,0.714285714
2023-01-25 14:30:00+00:00,78,6,0.019099637,0.001602422,1.986538709,3.650985718,1
2023-01-26 14:30:00+00:00,78,6,0.013454853,0.002623939,0.854621982,2.644592285,0.833333333
2023-01-27 14:30:00+00:00,78,7,0.017965908,0.003770985,0.680606814,3.622253418,0.571428571
2023-01-28 14:30:00+00:00,78,7,0.017965908,0.003770985,0.680606814,3.622253418,0.571428571
2023-01-29 14:30:00+00:00,78,7,0.017965908,0.003770985,0.680606814,3.622253418,0.571428571
2023-01-30 14:30:00+00:00,78,6,-0.006967856,0.001448665,-0.801641194,-1.349380493,0.166666667
2023-01-31 14:30:00+00:00,78,7,-0.001868036,0.003150112,-0.084715189,-0.362106323,0.428571429
2023-02-01 14:30:00+00:00,78,6,0.034906602,0.01015661,0.572805973,7.054595947,0.666666667
2023-02-02 14:30:00+00:00,78,5,-0.000766425,0.005414903,-0.028307989,-0.153915405,0.6
2023-02-03 14:30:00+00:00,78,7,-0.010606756,0.004419627,-0.342845823,-2.295303345,0.428571429
2023-02-04 14:30:00+00:00,78,7,-0.010606756,0.004419627,-0.342845823,-2.295303345,0.428571429
2023-02-05 14:30:00+00:00,78,7,-0.010606756,0.004419627,-0.342845823,-2.295303345,0.428571429
2023-02-06 14:30:00+00:00,78,5,0.003013815,0.004724074,0.127593911,0.636108398,0.4
2023-02-07 14:30:00+00:00,78,5,0.012653185,0.009689119,0.261183404,2.797973633,0.8
2023-02-08 14:30:00+00:00,78,3,-0.006344721,0.005980518,-0.353632756,-1.405014038,0.333333333
2023-02-09 14:30:00+00:00,78,6,-0.01170429,0.00353225,-0.552258519,-2.631500244,0.333333333
2023-02-10 14:30:00+00:00,78,6,-0.008632693,0.004108916,-0.350161036,-1.811721802,0.5
2023-02-11 14:30:00+00:00,78,6,-0.008632693,0.004108916,-0.350161036,-1.811721802,0.5
2023-02-12 14:30:00+00:00,78,6,-0.008632693,0.004108916,-0.350161036,-1.811721802,0.5
2023-02-13 14:30:00+00:00,78,4,0.000474844,0.005521928,0.021498117,0.104507446,0.5
2023-02-14 14:30:00+00:00,78,5,0.040552613,0.004713477,1.720708901,9.166702271,1
2023-02-15 14:30:00+00:00,78,6,0.014874052,0.002658516,0.932478338,3.342880249,0.833333333
2023-02-16 14:30:00+00:00,78,5,0.003288382,0.005281961,0.124513668,0.751617432,0.6
2023-02-17 14:30:00+00:00,78,5,0.000106317,0.001758087,0.012094652,0.018692017,0.6
2023-02-18 14:30:00+00:00,78,5,0.000106317,0.001758087,0.012094652,0.018692017,0.6
2023-02-19 14:30:00+00:00,78,5,0.000106317,0.001758087,0.012094652,0.018692017,0.6
2023-02-20 14:30:00+00:00,78,5,0.000106317,0.001758087,0.012094652,0.018692017,0.6
2023-02-21 14:30:00+00:00,78,5,0.002094861,0.001155113,0.362711035,0.438598633,0.6
2023-02-22 14:30:00+00:00,78,6,0.002084126,0.003675647,0.094501563,0.416915894,0.5
2023-02-23 14:30:00+00:00,78,4,-0.01936878,0.006602595,-0.733377565,-4.547988892,0.5
2023-02-24 14:30:00+00:00,78,5,-0.001900543,0.002161754,-0.17583335,-0.441513062,0.4
2023-02-25 14:30:00+00:00,78,5,-0.001900543,0.002161754,-0.17583335,-0.441513062,0.4
2023-02-26 14:30:00+00:00,78,5,-0.001900543,0.002161754,-0.17583335,-0.441513062,0.4
2023-02-27 14:30:00+00:00,78,3,-0.009259601,0.003659453,-0.843441138,-2.189819336,0.333333333
