,Num.Obs.,Num.Trade,Tot.Ret,Std.Ret,Sharpe.Ratio,Tot.PnL,Win.Ratio
2023-01-23 14:30:00+00:00,78,2,0.015237124,0.001765728,4.314686037,2.909988403,1
2023-01-24 14:30:00+00:00,78,6,-0.002813626,0.001682225,-0.278760276,-0.542297363,0.5
2023-01-25 14:30:00+00:00,78,6,0.011189388,0.004979982,0.374478892,2.114013672,0.5
2023-01-26 14:30:00+00:00,78,6,0.007756311,0.005354812,0.241412518,1.511199951,0.5
2023-01-27 14:30:00+00:00,78,6,0.001046472,0.002009963,0.086773752,0.213043213,0.5
2023-01-28 14:30:00+00:00,78,6,0.001046472,0.002009963,0.086773752,0.213043213,0.5
2023-01-29 14:30:00+00:00,78,6,0.001046472,0.002009963,0.086773752,0.213043213,0.5
2023-01-30 14:30:00+00:00,78,7,-0.012362938,0.003228345,-0.547070943,-2.390625,0.285714286
2023-01-31 14:30:00+00:00,78,7,0.002865927,0.003038667,0.13473609,0.557006836,0.428571429
2023-02-01 14:30:00+00:00,78,5,0.013334862,0.010309625,0.258687633,2.81161499,0.6
2023-02-02 14:30:00+00:00,78,5,0.017523614,0.009927639,0.353026802,3.763916016,0.4
2023-02-03 14:30:00+00:00,78,7,-0.01332041,0.002907561,-0.654471431,-2.814697266,0.428571429
2023-02-04 14:30:00+00:00,78,7,-0.01332041,0.002907561,-0.654471431,-2.814697266,0.428571429
2023-02-05 14:30:00+00:00,78,7,-0.01332041,0.002907561,-0.654471431,-2.814697266,0.428571429
2023-02-06 14:30:00+00:00,78,6,-0.01264293,0.003867162,-0.54488404,-2.676116943,0.333333333
2023-02-07 14:30:00+00:00,78,6,0.026156294,0.009034816,0.482509244,5.642028809,0.5
2023-02-08 14:30:00+00:00,78,4,0.00310803,0.002943407,0.263982421,0.685012817,0.5
2023-02-09 14:30:00+00:00,78,7,-0.010914803,0.002665163,-0.585051416,-2.478500366,0.285714286
2023-02-10 14:30:00+00:00,78,6,0.00351905,0.006332992,0.092611553,0.721725464,0.5
2023-02-11 14:30:00+00:00,78,6,0.00351905,0.006332992,0.092611553,0.721725464,0.5
2023-02-12 14:30:00+00:00,78,6,0.00351905,0.006332992,0.092611553,0.721725464,0.5
2023-02-13 14:30:00+00:00,78,4,0.006659032,0.004169743,0.399247113,1.444503784,0.25
2023-02-14 14:30:00+00:00,78,5,-0.008646036,0.004243536,-0.407492111,-1.956588745,0.2
2023-02-15 14:30:00+00:00,78,6,0.006729524,0.002676092,0.41911389,1.522109985,0.5
2023-02-16 14:30:00+00:00,78,5,-0.016790157,0.002434931,-1.379107284,-3.741607666,0
2023-02-17 14:30:00+00:00,78,4,0.005707721,0.006190961,0.230486089,1.221206665,0.75
2023-02-18 14:30:00+00:00,78,4,0.005707721,0.006190961,0.230486089,1.221206665,0.75
2023-02-19 14:30:00+00:00,78,4,0.005707721,0.006190961,0.230486089,1.221206665,0.75
2023-02-20 14:30:00+00:00,78,4,0.005707721,0.006190961,0.230486089,1.221206665,0.75
2023-02-21 14:30:00+00:00,78,6,-0.021421058,0.001679407,-2.125854867,-4.467895508,0
2023-02-22 14:30:00+00:00,78,7,0.005359805,0.004936763,0.155098864,1.123077393,0.714285714
2023-02-23 14:30:00+00:00,78,4,0.021822608,0.005614288,0.971744233,5.127975464,1
2023-02-24 14:30:00+00:00,78,4,0.013781015,0.004048885,0.850914149,3.191513062,0.75
2023-02-25 14:30:00+00:00,78,4,0.013781015,0.004048885,0.850914149,3.191513062,0.75
2023-02-26 14:30:00+00:00,78,4,0.013781015,0.004048885,0.850914149,3.191513062,0.75
2023-02-27 14:30:00+00:00,78,3,0.007686594,0.003988516,0.642393854,1.81980896,0.666666667
2023-02-28 14:30:00+00:00,78,6,0.015277595,0.002243132,1.1351386,3.604614258,0.833333333
2023-03-01 14:30:00+00:00,78,7,-0.008099952,0.004731228,-0.244574124,-1.838485718,0.285714286
2023-03-02 14:30:00+00:00,78,6,0.013384776,0.005879385,0.37942676,3.073303223,0.5
2023-03-03 14:30:00+00:00,78,6,0.016331843,0.00431891,0.630245592,3.835113525,0.833333333
2023-03-04 14:30:00+00:00,78,6,0.016331843,0.00431891,0.630245592,3.835113525,0.833333333
2023-03-05 14:30:00+00:00,78,6,0.016331843,0.00431891,0.630245592,3.835113525,0.833333333
2023-03-06 14:30:00+00:00,78,6,-0.006153592,0.002751514,-0.372739772,-1.469818115,0.333333333
2023-03-07 14:30:00+00:00,78,8,-0.015710739,0.0015632,-1.256296154,-3.703201294,0
2023-03-08 14:30:00+00:00,78,5,0.006231,0.004341211,0.287062745,1.507400513,0.4
2023-03-09 14:30:00+00:00,78,6,-0.02174791,0.003326155,-1.089742261,-5.217697144,0.166666667
2023-03-10 14:30:00+00:00,78,5,0.007515063,0.00558734,0.26900325,1.736495972,0.6
2023-03-11 14:30:00+00:00,78,5,0.007515063,0.00558734,0.26900325,1.736495972,0.6
2023-03-12 14:30:00+00:00,78,5,0.007515063,0.00558734,0.26900325,1.736495972,0.6
2023-03-13 14:30:00+00:00,78,5,0.002566096,0.005872735,0.087390155,0.584609985,0.6
2023-03-14 14:30:00+00:00,78,7,0.012218072,0.005444187,0.320605978,2.929489136,0.571428571
2023-03-15 14:30:00+00:00,78,4,0.01486909,0.005468407,0.679772404,3.519989014,0.75
2023-03-16 14:30:00+00:00,78,6,0.010562105,0.002416051,0.728606658,2.67388916,0.5
2023-03-17 14:30:00+00:00,78,7,-0.0066988,0.002190368,-0.436899905,-1.726074219,0.285714286
,,,,,,,
Summary (Average),78,5.518518519,0.003444172,0.004354615,0.150144865,0.782426905,0.522707231
